"id","name","host_id","host_name","neighbourhood_group","neighbourhood","latitude","longitude","room_type","price","minimum_nights","number_of_reviews","last_review","reviews_per_month","calculated_host_listings_count","availability_365"
566668,"COSY & CHIC STUDIO SEVRES BABYLONE/ST GERMAIN",3015724,"Lola",NA,"Palais-Bourbon",48.8487,2.31916,"Entire home/apt",100,3,34,"1561046400",0.41,1,182
566867,"Stroll through the City of Light from an Artsy Apartment",2748667,"Rafic And Jasmine",NA,"Palais-Bourbon",48.85289,2.30877,"Entire home/apt",180,2,73,"1562601600",0.87,2,152
566888,"apartmt with terrasse center Paris",2788330,"Justine",NA,"Bourse",48.87077,2.34715,"Entire home/apt",300,3,48,"1561478400",0.58,2,345
567001,"Eiffel Tower amazing view  ! 760sqf",2789176,"Gildas",NA,"Vaugirard",48.83384,2.29355,"Entire home/apt",90,3,43,"1559491200",0.51,2,9
567068,"Charming house with garden",2789518,"Catherine",NA,"Gobelins",48.82758,2.35864,"Entire home/apt",60,30,1,"1530288000",0.08,1,298
567651,"Heart of the Marais! Newly renovated 1500s home.",1812024,"Kendal",NA,"Hôtel-de-Ville",48.85678,2.35842,"Entire home/apt",102,3,65,"1561046400",0.77,1,275
567739,"room in the heart of paris center",2793431,"Didi",NA,"Bourse",48.86681,2.35239,"Private room",50,7,202,"1561737600",2.86,1,354
568394,"2 Rooms in The Heart of the Marais - Calm - Bright",2796885,"Alain",NA,"Hôtel-de-Ville",48.85974,2.35576,"Entire home/apt",295,5,47,"1561046400",0.62,1,346
568597,"Family duplex & rooftop with stunning view",1332617,"Nicolas",NA,"Buttes-Montmartre",48.8866,2.35285,"Entire home/apt",80,7,4,"1530201600",0.05,1,0
568725,"Nice flat 2 rooms Paris Montmartre",2798714,"Baptiste",NA,"Buttes-Montmartre",48.88602,2.33478,"Entire home/apt",79,7,3,"1556726400",0.56,1,74
568784,"COSY NICE PARISIAN APT MONTMARTRE",2793532,"Milena",NA,"Opéra",48.88037,2.33707,"Entire home/apt",110,7,53,"1560700800",0.64,1,282
569393,"A calm island in central Paris",2802546,"Nathalie",NA,"Temple",48.86155,2.35308,"Entire home/apt",68,4,11,"1372953600",0.13,1,0
569654,"CUTE&SUNNY TWO STOREY FLAT IN HISTORICAL PARIS",2792596,"Perrine",NA,"Ménilmontant",48.86614,2.38495,"Entire home/apt",90,5,11,"1561478400",0.15,1,17
569831,"Architect's flat near Montmartre",2804544,"Jonathan",NA,"Buttes-Montmartre",48.89489,2.34762,"Entire home/apt",69,7,14,"1443369600",0.2,1,0
569891,"Very cute flat near Canal St Martin",2804507,"Berto",NA,"Entrepôt",48.87965,2.36464,"Entire home/apt",99,30,115,"1561219200",1.37,1,299
570113,"Nice studio flat (Phone number hidden by Airbnb) sq. ft)",2739136,"Jacques",NA,"Opéra",48.88011,2.33781,"Entire home/apt",90,3,10,"1451923200",0.17,1,0
571017,"The ultimate luxury in Paris",2068923,"Laurent",NA,"Observatoire",48.82954,2.31976,"Entire home/apt",1204,1,17,"1561651200",0.2,2,345
571447,"B&B, chambre calme, lumineuse, belle vue sur Paris",2812136,"Martine",NA,"Reuilly",48.84125,2.39526,"Private room",55,1,106,"1562688000",1.32,1,87
571823,"BASTILLE/MARAIS - HAVEN OF QUIET - STYLISH PAD",2814558,"Richard",NA,"Popincourt",48.85584,2.37744,"Entire home/apt",103,3,15,"1501430400",0.24,1,0
571966,"Sunny Loft Belleville/Menilmontant",2815155,"Bani",NA,"Ménilmontant",48.86898,2.38716,"Entire home/apt",80,5,5,"1368028800",0.06,1,199
572913,"chacun cherche son chat...",2818756,"Anais",NA,"Popincourt",48.861,2.37799,"Entire home/apt",75,3,44,"1449158400",0.52,1,0
573472,"Cosy studette Fantastic Marais",288594,"Marie J",NA,"Hôtel-de-Ville",48.85934,2.35258,"Entire home/apt",65,4,96,"1561305600",1.29,1,213
574232,"GRAND 2 PIECES DE CHARME BIEN SITUE",2826016,"Nathalie",NA,"Popincourt",48.85075,2.38732,"Entire home/apt",110,3,115,"1562428800",1.4,1,344
574683,"★ Bright duplex in the heart of the Marais",2827486,"Raphaël",NA,"Hôtel-de-Ville",48.85665,2.35843,"Entire home/apt",86,4,29,"1560700800",0.4,1,0
